,Month,DayofMonth,DayOfWeek,CRSDepTime,UniqueCarrier,Class
4171,1,4,5,640,WN,1
4172,1,4,5,2015,WN,1
4176,1,4,5,1115,WN,1
4178,1,4,5,2110,WN,0
4179,1,4,5,1650,WN,1
4180,1,4,5,1405,WN,0
4182,1,4,5,1915,WN,1
4185,1,4,5,2105,WN,0
4186,1,4,5,1255,WN,0
4187,1,4,5,715,WN,1
4188,1,4,5,905,WN,0
4189,1,4,5,1550,WN,1
4190,1,4,5,1245,WN,1
4192,1,4,5,1845,WN,1
4197,1,4,5,1550,WN,0
4198,1,4,5,2005,WN,0
4199,1,4,5,1200,WN,0
4201,1,4,5,740,WN,1
4203,1,4,5,830,WN,1
4204,1,4,5,1925,WN,0
4205,1,4,5,1430,WN,1
4206,1,4,5,840,WN,0
4207,1,4,5,655,WN,0
4208,1,4,5,2100,WN,1
4209,1,4,5,1500,WN,0
4210,1,4,5,1140,WN,1
4211,1,4,5,1400,WN,1
4212,1,4,5,1735,WN,0
4213,1,4,5,1500,WN,1
4215,1,4,5,1040,WN,0
4216,1,4,5,1720,WN,0
4217,1,4,5,1245,WN,0
4218,1,4,5,2135,WN,0
4219,1,4,5,845,WN,1
4220,1,4,5,925,WN,1
4221,1,4,5,620,WN,0
4224,1,4,5,1505,WN,0
4225,1,4,5,1620,WN,1
4226,1,4,5,1300,WN,0
4227,1,4,5,615,WN,0
4228,1,4,5,2005,WN,0
4229,1,4,5,1400,WN,0
4231,1,4,5,1020,WN,1
4232,1,4,5,1710,WN,1
4234,1,4,5,2015,WN,0
4236,1,4,5,1805,WN,0
4237,1,4,5,1345,WN,0
4238,1,4,5,1040,WN,0
4240,1,4,5,905,WN,1
4241,1,4,5,1155,WN,0
4242,1,4,5,2010,WN,0
4244,1,4,5,1330,WN,0
4245,1,4,5,955,WN,0
4248,1,4,5,700,WN,1
4249,1,4,5,2115,WN,1
4251,1,4,5,1325,WN,0
4252,1,4,5,1915,WN,0
4253,1,4,5,835,WN,0
4254,1,4,5,1835,WN,1
4255,1,4,5,1540,WN,1
4257,1,4,5,1245,WN,0
4258,1,4,5,1845,WN,0
4259,1,4,5,1715,WN,0
4261,1,4,5,935,WN,0
4262,1,4,5,2135,WN,0
4263,1,4,5,815,WN,1
4264,1,4,5,645,WN,0
4265,1,4,5,1510,WN,1
4266,1,4,5,2010,WN,0
4268,1,4,5,1245,WN,0
4269,1,4,5,2130,WN,1
4270,1,4,5,1010,WN,0
4271,1,4,5,2050,WN,1
4274,1,4,5,1115,WN,1
4275,1,4,5,1755,WN,1
4276,1,4,5,620,WN,0
4278,1,4,5,2030,WN,0
4279,1,4,5,1235,WN,1
4281,1,4,5,1515,WN,0
4283,1,4,5,2020,WN,0
4284,1,4,5,705,WN,0
4285,1,4,5,1435,WN,0
4286,1,4,5,1210,WN,0
4287,1,4,5,1955,WN,0
4288,1,4,5,915,WN,0
4289,1,4,5,1240,WN,0
4290,1,4,5,630,WN,0
4293,1,4,5,1835,WN,0
4295,1,4,5,1845,WN,1
4296,1,4,5,2055,WN,0
4297,1,4,5,625,WN,0
4301,1,4,5,2000,WN,1
4302,1,4,5,1040,WN,0
4303,1,4,5,755,WN,0
4304,1,4,5,1915,WN,0
4305,1,4,5,1305,WN,0
4306,1,4,5,950,WN,0
4307,1,4,5,735,WN,0
4308,1,4,5,1815,WN,0
4309,1,4,5,925,WN,0
4310,1,4,5,1640,WN,0
4312,1,4,5,825,WN,0
4313,1,4,5,1000,WN,0
4315,1,4,5,2125,WN,0
4322,1,4,5,1445,WN,0
4326,1,4,5,845,WN,0
4327,1,4,5,1350,WN,0
4328,1,4,5,2050,WN,0
4331,1,4,5,1040,WN,0
4332,1,4,5,1105,WN,0
4333,1,4,5,1845,WN,0
4338,1,4,5,2130,WN,1
4340,1,4,5,855,WN,0
4341,1,4,5,1445,WN,0
4342,1,4,5,1715,WN,0
4344,1,4,5,1305,WN,0
4346,1,4,5,1135,WN,0
4348,1,4,5,1650,WN,0
4351,1,4,5,1005,WN,0
4353,1,4,5,1750,WN,0
4354,1,4,5,1410,WN,0
4357,1,4,5,1415,WN,0
4358,1,4,5,700,WN,0
4362,1,4,5,1635,WN,0
4364,1,4,5,1350,WN,0
4366,1,4,5,1120,WN,1
4381,1,4,5,1135,WN,0
4384,1,4,5,740,WN,0
4390,1,4,5,1635,WN,1
4393,1,4,5,2010,WN,1
4400,1,4,5,1055,WN,1
4401,1,4,5,700,WN,1
4402,1,4,5,1920,WN,1
4403,1,4,5,1120,WN,1
4404,1,4,5,1010,WN,1
4405,1,4,5,1935,WN,1
4406,1,4,5,1615,WN,1
4407,1,4,5,1855,WN,0
4408,1,4,5,1445,WN,1
4409,1,4,5,1135,WN,1
4410,1,4,5,2015,WN,0
4411,1,4,5,930,WN,1
4412,1,4,5,1705,WN,0
4413,1,4,5,700,WN,0
4414,1,4,5,1520,WN,0
4415,1,4,5,1310,WN,1
4417,1,4,5,1750,WN,0
4419,1,4,5,1930,WN,1
4421,1,4,5,2050,WN,0
4423,1,4,5,1310,WN,0
4424,1,4,5,1650,WN,0
4425,1,4,5,1910,WN,1
4427,1,4,5,1015,WN,0
4428,1,4,5,1940,WN,0
4429,1,4,5,935,WN,0
4430,1,4,5,1520,WN,1
4431,1,4,5,1050,WN,1
4432,1,4,5,1500,WN,1
4433,1,4,5,2040,WN,1
4434,1,4,5,1245,WN,1
4435,1,4,5,700,WN,1
4436,1,4,5,1010,WN,0
4437,1,4,5,830,WN,1
4438,1,4,5,1945,WN,1
4440,1,4,5,1355,WN,1
4441,1,4,5,1125,WN,1
4442,1,4,5,1540,WN,0
4443,1,4,5,1630,WN,1
4444,1,4,5,2120,WN,0
4445,1,4,5,1745,WN,1
4447,1,4,5,900,WN,0
4449,1,4,5,1530,WN,1
4450,1,4,5,2000,WN,1
4451,1,4,5,830,WN,0
4453,1,4,5,1500,WN,0
4454,1,4,5,1300,WN,1
4455,1,4,5,1730,WN,1
4456,1,4,5,1400,WN,1
4457,1,4,5,2100,WN,1
4458,1,4,5,1830,WN,1
4459,1,4,5,1600,WN,0
4460,1,4,5,600,WN,0
4461,1,4,5,1700,WN,0
4462,1,4,5,1000,WN,0
4463,1,4,5,1100,WN,1
4464,1,4,5,800,WN,0
4465,1,4,5,1800,WN,1
4466,1,4,5,1900,WN,0
4467,1,4,5,755,WN,0
4468,1,4,5,1340,WN,0
4469,1,4,5,905,WN,1
4470,1,4,5,1425,WN,1
4471,1,4,5,610,WN,0
4472,1,4,5,1210,WN,0
4473,1,4,5,1715,WN,0
4474,1,4,5,1445,WN,0
4476,1,4,5,2000,WN,1
4477,1,4,5,2050,WN,0
4478,1,4,5,1705,WN,0
4479,1,4,5,1245,WN,0
4480,1,4,5,1850,WN,1
4482,1,4,5,955,WN,0
4485,1,4,5,1540,WN,0
4486,1,4,5,915,WN,0
4487,1,4,5,1650,WN,0
4488,1,4,5,615,WN,1
4489,1,4,5,2115,WN,0
4490,1,4,5,1940,WN,0
4491,1,4,5,1215,WN,0
4492,1,4,5,2050,WN,0
4493,1,4,5,1635,WN,1
4494,1,4,5,1300,WN,0
4495,1,4,5,855,WN,1
4496,1,4,5,1815,WN,1
4497,1,4,5,1125,WN,1
4499,1,4,5,1605,WN,1
4500,1,4,5,2040,WN,1
4501,1,4,5,740,WN,0
4502,1,4,5,1255,WN,0
4503,1,4,5,1650,WN,1
4506,1,4,5,1250,WN,0
4507,1,4,5,1430,WN,0
4508,1,4,5,955,WN,1
4509,1,4,5,1140,WN,0
4510,1,4,5,1745,WN,1
4511,1,4,5,1930,WN,1
4512,1,4,5,1550,WN,1
4513,1,4,5,1330,WN,0
4514,1,4,5,1620,WN,1
4516,1,4,5,2010,WN,0
4517,1,4,5,700,WN,0
4518,1,4,5,1855,WN,0
4519,1,4,5,1040,WN,0
4520,1,4,5,835,WN,0
4521,1,4,5,1415,WN,0
4522,1,4,5,1145,WN,0
4524,1,4,5,1735,WN,1
4525,1,4,5,1655,WN,0
4526,1,4,5,2055,WN,0
4528,1,4,5,620,WN,0
4529,1,4,5,1300,WN,0
4530,1,4,5,2030,WN,0
4532,1,4,5,1015,WN,0
4533,1,4,5,1640,WN,1
4534,1,4,5,1850,WN,1
4535,1,4,5,2105,WN,0
4536,1,4,5,1630,WN,1
4538,1,4,5,1220,WN,1
4540,1,4,5,605,WN,0
4541,1,4,5,840,WN,1
4542,1,4,5,1405,WN,1
4543,1,4,5,1810,WN,0
4547,1,4,5,1655,WN,0
4564,1,4,5,1630,WN,1
4569,1,4,5,1920,WN,0
4570,1,4,5,850,WN,1
4575,1,4,5,1905,WN,0
4577,1,4,5,625,WN,1
4578,1,4,5,1820,WN,0
4582,1,4,5,1050,WN,0
4583,1,4,5,1455,WN,0
4584,1,4,5,1615,WN,1
4585,1,4,5,915,WN,0
4589,1,4,5,1250,WN,0
4590,1,4,5,1730,WN,1
4592,1,4,5,1850,WN,0
4594,1,4,5,1005,WN,1
4595,1,4,5,1250,WN,0
4596,1,4,5,1555,WN,0
4597,1,4,5,1425,WN,1
4598,1,4,5,2030,WN,0
4599,1,4,5,2125,WN,0
4601,1,4,5,1135,WN,0
4602,1,4,5,1920,WN,0
4604,1,4,5,1720,WN,0
4605,1,4,5,1625,WN,0
4606,1,4,5,1205,WN,0
4608,1,4,5,955,WN,1
4609,1,4,5,1745,WN,0
4610,1,4,5,1840,WN,0
4611,1,4,5,610,WN,0
4612,1,4,5,1445,WN,0
4613,1,4,5,2115,WN,1
4616,1,4,5,1400,WN,0
4617,1,4,5,1820,WN,0
4618,1,4,5,625,WN,0
4620,1,4,5,1145,WN,0
4623,1,4,5,1340,WN,0
4624,1,4,5,1515,WN,0
4627,1,4,5,2135,WN,0
4628,1,4,5,1610,WN,0
4629,1,4,5,1155,WN,0
4630,1,4,5,1800,WN,0
4631,1,4,5,1410,WN,0
4632,1,4,5,1925,WN,0
4634,1,4,5,1040,WN,0
4641,1,4,5,1010,WN,0
4645,1,4,5,1210,WN,0
4646,1,4,5,915,WN,0
4647,1,4,5,1835,WN,0
4649,1,4,5,1650,WN,0
4650,1,4,5,1320,WN,0
4652,1,4,5,645,WN,0
4653,1,4,5,1600,WN,0
4657,1,4,5,1145,WN,0
4658,1,4,5,1455,WN,0
4660,1,4,5,1805,WN,0
4661,1,4,5,1010,WN,0
4663,1,4,5,635,WN,1
4665,1,4,5,1320,WN,1
4667,1,4,5,1610,WN,0
4669,1,4,5,1525,WN,1
4670,1,4,5,1255,WN,1
4671,1,4,5,2050,WN,1
4672,1,4,5,905,WN,0
4673,1,4,5,2035,WN,1
4674,1,4,5,1500,WN,0
4676,1,4,5,1015,WN,0
4678,1,4,5,1335,WN,0
4680,1,4,5,1840,WN,0
4681,1,4,5,1425,WN,1
4683,1,4,5,1140,WN,1
4685,1,4,5,1105,WN,0
4686,1,4,5,1850,WN,0
4687,1,4,5,620,WN,0
4689,1,4,5,1940,WN,1
4691,1,4,5,1420,WN,0
4692,1,4,5,1925,WN,0
4694,1,4,5,1550,WN,0
4695,1,4,5,1135,WN,0
4696,1,4,5,1740,WN,1
4698,1,4,5,705,WN,0
4699,1,4,5,1315,WN,0
4701,1,4,5,835,WN,0
4702,1,4,5,1120,WN,1
4703,1,4,5,1840,WN,1
4709,1,4,5,2010,WN,0
4715,1,4,5,1040,WN,0
4716,1,4,5,1735,WN,0
4718,1,4,5,1915,WN,0
4724,1,4,5,1755,WN,0
4726,1,4,5,2045,WN,0
4728,1,4,5,710,WN,0
4730,1,4,5,620,WN,0
4732,1,4,5,1905,WN,1
4735,1,4,5,1255,WN,0
4740,1,4,5,2010,WN,1
4741,1,4,5,1240,WN,0
4743,1,4,5,825,WN,0
4746,1,4,5,1635,WN,0
4750,1,4,5,1050,WN,0
4753,1,4,5,1955,WN,0
4761,1,4,5,835,WN,0
4764,1,4,5,1615,WN,0
4767,1,4,5,1405,WN,0
4770,1,4,5,2155,WN,0
4771,1,4,5,1405,WN,0
4772,1,4,5,1230,WN,0
4773,1,4,5,1720,WN,0
4775,1,4,5,1955,WN,0
4777,1,4,5,1630,WN,0
4778,1,4,5,950,WN,1
4780,1,4,5,1105,WN,0
4781,1,4,5,2015,WN,0
4782,1,4,5,1600,WN,0
4784,1,4,5,1935,WN,0
4785,1,4,5,2005,WN,0
4786,1,4,5,640,WN,0
4787,1,4,5,1555,WN,0
4788,1,4,5,1255,WN,0
4793,1,4,5,1750,WN,0
4794,1,4,5,1835,WN,0
4795,1,4,5,1055,WN,1
4797,1,4,5,2010,WN,0
4798,1,4,5,2135,WN,0
4803,1,4,5,1445,WN,0
4804,1,4,5,905,WN,0
4805,1,4,5,930,WN,0
4806,1,4,5,1945,WN,0
4808,1,4,5,1320,WN,0
4809,1,4,5,1540,WN,0
4810,1,4,5,2035,WN,0
4812,1,4,5,740,WN,0
4813,1,4,5,1305,WN,0
4814,1,4,5,1900,WN,1
4815,1,4,5,1500,WN,0
4816,1,4,5,1720,WN,0
4817,1,4,5,2135,WN,0
4818,1,4,5,1020,WN,0
4819,1,4,5,1250,WN,0
4820,1,4,5,1615,WN,0
4822,1,4,5,2000,WN,1
4823,1,4,5,915,WN,1
4825,1,4,5,1725,WN,0
4826,1,4,5,1345,WN,0
4827,1,4,5,1615,WN,0
4829,1,4,5,1505,WN,0
4838,1,4,5,1435,WN,0
4842,1,4,5,1155,WN,1
4846,1,4,5,1815,WN,1
4847,1,4,5,1915,WN,0
4848,1,4,5,1040,WN,0
4849,1,4,5,2050,WN,1
4852,1,4,5,1735,WN,0
4853,1,4,5,1315,WN,0
4855,1,4,5,1610,WN,1
4857,1,4,5,1955,WN,0
4858,1,4,5,1900,WN,0
4859,1,4,5,2105,WN,0
4860,1,4,5,1240,WN,0
4863,1,4,5,2030,WN,0
4865,1,4,5,1920,WN,0
4866,1,4,5,1050,WN,0
4867,1,4,5,1610,WN,1
4868,1,4,5,1230,WN,0
4872,1,4,5,1215,WN,0
4873,1,4,5,1715,WN,0
4875,1,4,5,1130,WN,1
4876,1,4,5,1905,WN,1
4877,1,4,5,925,WN,1
4879,1,4,5,2150,WN,0
4882,1,4,5,1235,WN,1
4883,1,4,5,1515,WN,0
4884,1,4,5,2015,WN,1
4887,1,4,5,1550,WN,0
4888,1,4,5,910,WN,1
4889,1,4,5,1000,WN,1
4890,1,4,5,1110,WN,0
4891,1,4,5,1720,WN,0
4893,1,4,5,2135,WN,1
4897,1,4,5,1325,WN,1
4899,1,4,5,1345,WN,0
4901,1,4,5,940,WN,1
4902,1,4,5,1600,WN,1
4903,1,4,5,1310,WN,0
4904,1,4,5,920,WN,1
4906,1,4,5,2120,WN,0
4907,1,4,5,1430,WN,0
4908,1,4,5,1020,WN,0
4909,1,4,5,1405,WN,0
4910,1,4,5,2120,WN,0
4911,1,4,5,2045,WN,0
4913,1,4,5,1155,WN,1
4914,1,4,5,1030,WN,1
4915,1,4,5,845,WN,0
4917,1,4,5,1730,WN,0
4919,1,4,5,1610,WN,0
4923,1,4,5,910,WN,0
4924,1,4,5,2025,WN,1
4925,1,4,5,1615,WN,0
4926,1,4,5,1200,WN,1
4928,1,4,5,850,WN,0
4929,1,4,5,1145,WN,1
4930,1,4,5,1935,WN,0
4932,1,4,5,1845,WN,1
4934,1,4,5,1415,WN,1
4938,1,4,5,1845,WN,0
4939,1,4,5,1055,WN,0
4940,1,4,5,2120,WN,0
4941,1,4,5,1425,WN,0
4943,1,4,5,1655,WN,0
4947,1,4,5,1240,WN,1
4949,1,4,5,2135,WN,0
4951,1,4,5,1635,WN,0
4952,1,4,5,1135,WN,0
4954,1,4,5,2135,WN,1
4959,1,4,5,1330,WN,1
4961,1,4,5,1705,WN,0
4965,1,4,5,945,WN,0
4966,1,4,5,2040,WN,1
4967,1,4,5,1355,WN,1
4970,1,4,5,1005,WN,0
4972,1,4,5,1645,WN,0
4974,1,4,5,720,WN,0
4976,1,4,5,2010,WN,1
4982,1,4,5,900,WN,1
4983,1,4,5,1455,WN,1
4984,1,4,5,1815,WN,1
4988,1,4,5,755,WN,1
4990,1,4,5,1325,WN,1
4994,1,4,5,1630,WN,1
4996,1,4,5,1730,WN,1
5001,1,4,5,925,WN,0
5003,1,4,5,1455,WN,1
5006,1,4,5,730,WN,1
5007,1,4,5,1230,WN,1
5011,1,4,5,2030,WN,0
5012,1,4,5,1545,WN,1
5019,1,4,5,1340,WN,1
5022,1,4,5,1610,WN,1
5024,1,4,5,1335,WN,1
5030,1,4,5,1745,WN,1
5036,1,4,5,900,WN,0
5038,1,4,5,715,WN,1
5040,1,4,5,1255,WN,1
5045,1,4,5,1835,WN,1
5050,1,4,5,2040,WN,0
5052,1,4,5,700,WN,1
5053,1,4,5,1015,WN,1
5055,1,4,5,1910,WN,1
5056,1,4,5,625,WN,0
5059,1,4,5,1410,WN,1
5060,1,4,5,1255,WN,0
5061,1,4,5,1115,WN,0
5062,1,4,5,1545,WN,0
5064,1,4,5,2150,WN,0
5065,1,4,5,1340,WN,1
5069,1,4,5,855,WN,0
5071,1,4,5,1445,WN,0
5073,1,4,5,1120,WN,1
5075,1,4,5,705,WN,1
5076,1,4,5,1050,WN,1
5077,1,4,5,1015,WN,1
5078,1,4,5,1210,WN,1
5083,1,4,5,1545,WN,0
5085,1,4,5,1720,WN,1
5086,1,4,5,930,WN,0
5087,1,4,5,1135,WN,0
5091,1,4,5,1530,WN,1
5094,1,4,5,1215,WN,1
5095,1,4,5,1710,WN,0
5096,1,4,5,1240,WN,1
5098,1,4,5,1110,WN,1
5099,1,4,5,1910,WN,1
5105,1,4,5,1945,WN,0
5106,1,4,5,1340,WN,1
5108,1,4,5,1345,WN,0
5109,1,4,5,1930,WN,0
5112,1,4,5,1525,WN,0
5113,1,4,5,1435,WN,0
5114,1,4,5,930,WN,0
5116,1,4,5,1225,WN,0
5117,1,4,5,1305,WN,0
5118,1,4,5,805,WN,1
5120,1,4,5,1520,WN,0
5122,1,4,5,1025,WN,1
5124,1,4,5,1725,WN,0
5125,1,4,5,1355,WN,0
5126,1,4,5,1555,WN,0
5127,1,4,5,1800,WN,1
5128,1,4,5,2030,WN,0
5129,1,4,5,1900,WN,0
5130,1,4,5,1640,WN,1
5131,1,4,5,2120,WN,0
5132,1,4,5,1200,WN,0
5133,1,4,5,915,WN,0
5134,1,4,5,1835,WN,0
5137,1,4,5,1855,WN,0
5139,1,4,5,1610,WN,0
5140,1,4,5,1330,WN,0
5141,1,4,5,1120,WN,0
5142,1,4,5,1925,WN,0
5143,1,4,5,1705,WN,0
5147,1,4,5,1430,WN,0
5151,1,4,5,1255,WN,0
5152,1,4,5,925,WN,1
5153,1,4,5,1740,WN,1
5154,1,4,5,1810,WN,1
5155,1,4,5,1050,WN,0
5157,1,4,5,1200,WN,1
5158,1,4,5,1945,WN,0
5159,1,4,5,1235,WN,0
5161,1,4,5,1005,WN,0
5162,1,4,5,1610,WN,0
5165,1,4,5,2140,WN,1
5166,1,4,5,1145,WN,1
5167,1,4,5,1415,WN,1
5168,1,4,5,2050,WN,0
5169,1,4,5,1720,WN,0
5171,1,4,5,1800,WN,1
5173,1,4,5,1755,WN,1
5174,1,4,5,1105,WN,1
5175,1,4,5,1440,WN,0
5176,1,4,5,2110,WN,0
5177,1,4,5,1720,WN,0
5178,1,4,5,1230,WN,1
5183,1,4,5,950,WN,0
5185,1,4,5,1430,WN,1
5186,1,4,5,1110,WN,0
5188,1,4,5,1855,WN,1
5190,1,4,5,1650,WN,0
5191,1,4,5,1305,WN,0
5194,1,4,5,1230,WN,0
5195,1,4,5,1340,WN,0
5197,1,4,5,1530,WN,1
5198,1,4,5,1620,WN,1
5199,1,4,5,1930,WN,0
5200,1,4,5,1115,WN,0
5202,1,4,5,2150,WN,0
5204,1,4,5,1000,WN,0
5205,1,4,5,1815,WN,1
5206,1,4,5,2045,WN,1
5209,1,4,5,1505,WN,0
5214,1,4,5,1435,WN,0
5222,1,4,5,1740,WN,0
5224,1,4,5,1710,WN,0
5225,1,4,5,1245,WN,1
5237,1,4,5,1400,WN,1
5238,1,4,5,1935,WN,1
5239,1,4,5,1620,WN,1
5243,1,4,5,1830,WN,0
5245,1,4,5,1925,WN,0
5248,1,4,5,1245,WN,0
5251,1,4,5,1720,WN,1
5258,1,4,5,1235,WN,0
5263,1,4,5,650,WN,0
5268,1,4,5,1730,WN,1
5270,1,4,5,1700,WN,1
5276,1,4,5,1655,WN,1
5281,1,4,5,1405,WN,0
5284,1,4,5,1950,WN,0
5287,1,4,5,1925,WN,0
5288,1,4,5,1425,WN,0
5290,1,4,5,1215,WN,1
5291,1,4,5,2010,WN,0
5292,1,4,5,1640,WN,1
5293,1,4,5,850,WN,1
5294,1,4,5,1445,WN,0
5295,1,4,5,1840,WN,0
5296,1,4,5,1125,WN,0
5298,1,4,5,1300,WN,0
5300,1,4,5,1345,WN,0
5303,1,4,5,1730,WN,0
5304,1,4,5,1210,WN,0
5305,1,4,5,1020,WN,0
5307,1,4,5,2100,WN,1
5308,1,4,5,1540,WN,1
5309,1,4,5,1825,WN,1
5311,1,4,5,1745,WN,1
5312,1,4,5,1030,WN,1
5314,1,4,5,1955,WN,0
5320,1,4,5,1400,WN,0
5321,1,4,5,1820,WN,0
5322,1,4,5,1100,WN,0
5326,1,4,5,1925,WN,1
5327,1,4,5,1925,WN,1
5330,1,4,5,1440,WN,0
5331,1,4,5,845,WN,0
5332,1,4,5,1620,WN,0
5334,1,4,5,1805,WN,1
5335,1,4,5,850,WN,0
5337,1,4,5,1615,WN,1
5339,1,4,5,1955,WN,0
5341,1,4,5,1430,WN,0
5342,1,4,5,1310,WN,1
5343,1,4,5,1650,WN,1
5345,1,4,5,1040,WN,1
5346,1,4,5,805,WN,0
5348,1,4,5,1220,WN,0
5349,1,4,5,1900,WN,0
5350,1,4,5,1415,WN,0
5351,1,4,5,1600,WN,0
5353,1,4,5,1955,WN,0
5355,1,4,5,1510,WN,0
5356,1,4,5,2055,WN,0
5357,1,4,5,1005,WN,1
5358,1,4,5,1740,WN,0
5360,1,4,5,1145,WN,0
5361,1,4,5,1410,WN,0
5363,1,4,5,925,WN,0
5364,1,4,5,1220,WN,0
5365,1,4,5,1045,WN,0
5367,1,4,5,2125,WN,0
5368,1,4,5,1700,WN,0
5369,1,4,5,1955,WN,1
5370,1,4,5,1410,WN,0
5371,1,4,5,1840,WN,0
5372,1,4,5,1125,WN,0
5373,1,4,5,1855,WN,0
5374,1,4,5,1010,WN,0
5375,1,4,5,2130,WN,0
5376,1,4,5,1605,WN,1
5378,1,4,5,1425,WN,0
5379,1,4,5,630,WN,0
5381,1,4,5,2040,WN,0
5382,1,4,5,1800,WN,1
5383,1,4,5,1325,WN,0
5384,1,4,5,1515,WN,0
5385,1,4,5,855,WN,0
5387,1,4,5,1345,WN,0
5389,1,4,5,2155,WN,1
5390,1,4,5,1955,WN,0
5391,1,4,5,740,WN,1
5392,1,4,5,1610,WN,0
5394,1,4,5,1235,WN,0
5395,1,4,5,910,WN,0
5396,1,4,5,1345,WN,0
5397,1,4,5,1630,WN,0
5398,1,4,5,2125,WN,1
5400,1,4,5,1210,WN,0
5401,1,4,5,1650,WN,0
5402,1,4,5,915,WN,1
5403,1,4,5,1300,WN,0
5405,1,4,5,1825,WN,1
5406,1,4,5,2120,WN,0
5408,1,4,5,2035,WN,1
5410,1,4,5,1125,WN,1
5414,1,4,5,1320,WN,0
5415,1,4,5,1805,WN,0
5416,1,4,5,2005,WN,1
5418,1,4,5,1535,WN,1
5419,1,4,5,1125,WN,0
5421,1,4,5,755,WN,0
5422,1,4,5,1300,WN,1
5423,1,4,5,1830,WN,0
5424,1,4,5,1450,WN,1
5425,1,4,5,1950,WN,1
5427,1,4,5,1135,WN,0
5428,1,4,5,2040,WN,1
5429,1,4,5,1340,WN,1
5430,1,4,5,1545,WN,0
5432,1,4,5,1740,WN,1
5433,1,4,5,1520,WN,1
5437,1,4,5,1935,WN,0
5438,1,4,5,1325,WN,0
5439,1,4,5,2040,WN,0
5441,1,4,5,1010,WN,0
5442,1,4,5,1355,WN,1
5443,1,4,5,1845,WN,1
5444,1,4,5,1220,WN,0
5445,1,4,5,1015,WN,1
5446,1,4,5,2045,WN,1
5448,1,4,5,1855,WN,0
5449,1,4,5,1300,WN,0
5450,1,4,5,1640,WN,0
5451,1,4,5,1430,WN,1
5454,1,4,5,1355,WN,1
5455,1,4,5,1710,WN,1
5456,1,4,5,1010,WN,1
5457,1,4,5,1955,WN,0
5458,1,4,5,1625,WN,1
5460,1,4,5,1415,WN,0
5461,1,4,5,1725,WN,0
5462,1,4,5,1055,WN,0
5464,1,4,5,2015,WN,0
5466,1,4,5,1815,WN,0
5467,1,4,5,1205,WN,0
5468,1,4,5,1345,WN,0
5470,1,4,5,1515,WN,0
5471,1,4,5,1725,WN,0
5472,1,4,5,2130,WN,0
5473,1,4,5,1115,WN,0
5474,1,4,5,1940,WN,1
5478,1,4,5,1115,WN,1
5479,1,4,5,1645,WN,0
5480,1,4,5,1130,WN,1
5481,1,4,5,1605,WN,0
5482,1,4,5,910,WN,0
5483,1,4,5,1810,WN,0
5484,1,4,5,630,WN,1
5485,1,4,5,1350,WN,1
5486,1,4,5,1225,WN,0
5487,1,4,5,1545,WN,0
5488,1,4,5,755,WN,1
5490,1,4,5,2045,WN,1
5491,1,4,5,1615,WN,0
5492,1,4,5,1935,WN,0
5495,1,4,5,1920,WN,1
5496,1,4,5,1810,WN,0
5497,1,4,5,1335,WN,1
5498,1,4,5,1520,WN,1
5499,1,4,5,600,WN,0
5500,1,4,5,1120,WN,0
5501,1,4,5,1510,WN,1
5502,1,4,5,1310,WN,0
5504,1,4,5,1135,WN,0
5505,1,4,5,1720,WN,1
5507,1,4,5,1915,WN,1
5508,1,4,5,800,WN,0
5509,1,4,5,2115,WN,1
5510,1,4,5,1610,WN,0
5511,1,4,5,705,WN,1
5512,1,4,5,640,WN,0
5513,1,4,5,1330,WN,1
5516,1,4,5,2125,WN,0
5517,1,4,5,1310,WN,0
5519,1,4,5,1550,WN,1
5520,1,4,5,1200,WN,0
5521,1,4,5,1940,WN,0
5522,1,4,5,2025,WN,1
5524,1,4,5,1710,WN,0
5525,1,4,5,1430,WN,1
5526,1,4,5,2105,WN,0
5528,1,4,5,700,WN,0
5529,1,4,5,1330,WN,1
5530,1,4,5,1100,WN,1
5531,1,4,5,1645,WN,0
5532,1,4,5,1855,WN,1
5533,1,4,5,1940,WN,1
5535,1,4,5,1625,WN,0
5538,1,4,5,1220,WN,1
5539,1,4,5,2105,WN,0
5540,1,4,5,1800,WN,1
5541,1,4,5,1710,WN,0
5542,1,4,5,1245,WN,1
5543,1,4,5,2055,WN,1
5544,1,4,5,1200,WN,0
5547,1,4,5,1410,WN,0
5548,1,4,5,1025,WN,0
5550,1,4,5,1110,WN,0
5551,1,4,5,1920,WN,0
5552,1,4,5,1540,WN,0
5554,1,4,5,955,WN,0
5555,1,4,5,1755,WN,1
5556,1,4,5,1315,WN,0
5557,1,4,5,635,WN,0
5558,1,4,5,2010,WN,0
5561,1,4,5,640,WN,0
5562,1,4,5,1315,WN,1
5563,1,4,5,1535,WN,0
5564,1,4,5,1715,WN,0
5565,1,4,5,1040,WN,1
5567,1,4,5,1950,WN,1
5570,1,4,5,1525,WN,1
5571,1,4,5,1800,WN,1
5572,1,4,5,2125,WN,0
5576,1,4,5,1505,WN,0
5577,1,4,5,1730,WN,0
5579,1,4,5,1230,WN,0
5580,1,4,5,1555,WN,0
5583,1,4,5,645,WN,0
5584,1,4,5,1225,WN,0
5587,1,4,5,1900,WN,1
5589,1,4,5,1815,WN,0
5591,1,4,5,830,WN,1
5592,1,4,5,1555,WN,1
5594,1,4,5,2030,WN,0
5595,1,4,5,1405,WN,0
